Notes;State;State Code;Month;Month Code;Cause of death;Cause of death Code;Deaths;Population;Crude Rate
aaa;Mississippi;28;01/12/2017;01/12/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;164;Not Applicable;Not Applicable
Total;Mississippi;28;01/12/2017;01/12/2017;;;347;Not Applicable;Not Applicable
Total;Mississippi;28;;;;;2819;Not Applicable;Not Applicable
aaa;Missouri;29;01/01/2017;01/01/2017;Influenza with other respiratory manifestations, influenza virus identified;J10.1;13;Not Applicable;Not Applicable
aaa;Missouri;29;01/01/2017;01/01/2017;Influenza with pneumonia, virus not identified;J11.0;10;Not Applicable;Not Applicable
aaa;Missouri;29;01/01/2017;01/01/2017;Pneumonia, unspecified;J18.9;129;Not Applicable;Not Applicable
aaa;Missouri;29;01/01/2017;01/01/2017;Emphysema, unspecified;J43.9;28;Not Applicable;Not Applicable
aaa;Missouri;29;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;50;Not Applicable;Not Applicable
aaa;Missouri;29;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;15;Not Applicable;Not Applicable
aaa;Missouri;29;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;343;Not Applicable;Not Applicable
Total;Missouri;29;01/01/2017;01/01/2017;;;623;Not Applicable;Not Applicable
aaa;Missouri;29;01/02/2017;01/02/2017;Influenza with pneumonia, influenza virus identified;J10.0;17;Not Applicable;Not Applicable
aaa;Missouri;29;01/02/2017;01/02/2017;Influenza with other respiratory manifestations, influenza virus identified;J10.1;14;Not Applicable;Not Applicable
aaa;Missouri;29;01/02/2017;01/02/2017;Influenza with pneumonia, virus not identified;J11.0;22;Not Applicable;Not Applicable
aaa;Missouri;29;01/02/2017;01/02/2017;Influenza with other respiratory manifestations, virus not identified;J11.1;20;Not Applicable;Not Applicable
aaa;Missouri;29;01/02/2017;01/02/2017;Pneumonia, unspecified;J18.9;95;Not Applicable;Not Applicable
aaa;Missouri;29;01/02/2017;01/02/2017;Emphysema, unspecified;J43.9;16;Not Applicable;Not Applicable
aaa;Missouri;29;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;53;Not Applicable;Not Applicable
aaa;Missouri;29;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;14;Not Applicable;Not Applicable
aaa;Missouri;29;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;285;Not Applicable;Not Applicable
Total;Missouri;29;01/02/2017;01/02/2017;;;567;Not Applicable;Not Applicable
aaa;Missouri;29;01/03/2017;01/03/2017;Influenza with pneumonia, virus not identified;J11.0;11;Not Applicable;Not Applicable
aaa;Missouri;29;01/03/2017;01/03/2017;Pneumonia, unspecified;J18.9;105;Not Applicable;Not Applicable
aaa;Missouri;29;01/03/2017;01/03/2017;Emphysema, unspecified;J43.9;29;Not Applicable;Not Applicable
aaa;Missouri;29;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;46;Not Applicable;Not Applicable
aaa;Missouri;29;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;283;Not Applicable;Not Applicable
Total;Missouri;29;01/03/2017;01/03/2017;;;523;Not Applicable;Not Applicable
aaa;Missouri;29;01/04/2017;01/04/2017;Pneumonia, unspecified;J18.9;76;Not Applicable;Not Applicable
aaa;Missouri;29;01/04/2017;01/04/2017;Emphysema, unspecified;J43.9;18;Not Applicable;Not Applicable
aaa;Missouri;29;01/04/2017;01/04/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;38;Not Applicable;Not Applicable
aaa;Missouri;29;01/04/2017;01/04/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;236;Not Applicable;Not Applicable
Total;Missouri;29;01/04/2017;01/04/2017;;;398;Not Applicable;Not Applicable
aaa;Missouri;29;01/05/2017;01/05/2017;Pneumonia, unspecified;J18.9;73;Not Applicable;Not Applicable
aaa;Missouri;29;01/05/2017;01/05/2017;Emphysema, unspecified;J43.9;18;Not Applicable;Not Applicable
aaa;Missouri;29;01/05/2017;01/05/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;26;Not Applicable;Not Applicable
aaa;Missouri;29;01/05/2017;01/05/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;10;Not Applicable;Not Applicable
aaa;Missouri;29;01/05/2017;01/05/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;262;Not Applicable;Not Applicable
Total;Missouri;29;01/05/2017;01/05/2017;;;409;Not Applicable;Not Applicable
aaa;Missouri;29;01/06/2017;01/06/2017;Pneumonia, unspecified;J18.9;68;Not Applicable;Not Applicable
aaa;Missouri;29;01/06/2017;01/06/2017;Emphysema, unspecified;J43.9;19;Not Applicable;Not Applicable
aaa;Missouri;29;01/06/2017;01/06/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;27;Not Applicable;Not Applicable
aaa;Missouri;29;01/06/2017;01/06/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;15;Not Applicable;Not Applicable
aaa;Missouri;29;01/06/2017;01/06/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;229;Not Applicable;Not Applicable
Total;Missouri;29;01/06/2017;01/06/2017;;;370;Not Applicable;Not Applicable
aaa;Missouri;29;01/07/2017;01/07/2017;Pneumonia, unspecified;J18.9;73;Not Applicable;Not Applicable
aaa;Missouri;29;01/07/2017;01/07/2017;Emphysema, unspecified;J43.9;11;Not Applicable;Not Applicable
aaa;Missouri;29;01/07/2017;01/07/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;26;Not Applicable;Not Applicable
aaa;Missouri;29;01/07/2017;01/07/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;225;Not Applicable;Not Applicable
Total;Missouri;29;01/07/2017;01/07/2017;;;365;Not Applicable;Not Applicable
aaa;Missouri;29;01/08/2017;01/08/2017;Pneumonia, unspecified;J18.9;60;Not Applicable;Not Applicable
aaa;Missouri;29;01/08/2017;01/08/2017;Emphysema, unspecified;J43.9;14;Not Applicable;Not Applicable
aaa;Missouri;29;01/08/2017;01/08/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;22;Not Applicable;Not Applicable
aaa;Missouri;29;01/08/2017;01/08/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;13;Not Applicable;Not Applicable
aaa;Missouri;29;01/08/2017;01/08/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;242;Not Applicable;Not Applicable
Total;Missouri;29;01/08/2017;01/08/2017;;;362;Not Applicable;Not Applicable
aaa;Missouri;29;01/09/2017;01/09/2017;Pneumonia, unspecified;J18.9;52;Not Applicable;Not Applicable
aaa;Missouri;29;01/09/2017;01/09/2017;Emphysema, unspecified;J43.9;15;Not Applicable;Not Applicable
aaa;Missouri;29;01/09/2017;01/09/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;25;Not Applicable;Not Applicable
aaa;Missouri;29;01/09/2017;01/09/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;230;Not Applicable;Not Applicable
Total;Missouri;29;01/09/2017;01/09/2017;;;350;Not Applicable;Not Applicable
aaa;Missouri;29;01/10/2017;01/10/2017;Pneumonia, unspecified;J18.9;81;Not Applicable;Not Applicable
aaa;Missouri;29;01/10/2017;01/10/2017;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;Missouri;29;01/10/2017;01/10/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;37;Not Applicable;Not Applicable
aaa;Missouri;29;01/10/2017;01/10/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;232;Not Applicable;Not Applicable
Total;Missouri;29;01/10/2017;01/10/2017;;;395;Not Applicable;Not Applicable
aaa;Missouri;29;01/11/2017;01/11/2017;Pneumonia, unspecified;J18.9;68;Not Applicable;Not Applicable
aaa;Missouri;29;01/11/2017;01/11/2017;Emphysema, unspecified;J43.9;22;Not Applicable;Not Applicable
aaa;Missouri;29;01/11/2017;01/11/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;28;Not Applicable;Not Applicable
aaa;Missouri;29;01/11/2017;01/11/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;11;Not Applicable;Not Applicable
aaa;Missouri;29;01/11/2017;01/11/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;197;Not Applicable;Not Applicable
Total;Missouri;29;01/11/2017;01/11/2017;;;352;Not Applicable;Not Applicable
aaa;Missouri;29;01/12/2017;01/12/2017;Influenza with pneumonia, influenza virus identified;J10.0;10;Not Applicable;Not Applicable
aaa;Missouri;29;01/12/2017;01/12/2017;Influenza with pneumonia, virus not identified;J11.0;11;Not Applicable;Not Applicable
aaa;Missouri;29;01/12/2017;01/12/2017;Influenza with other respiratory manifestations, virus not identified;J11.1;13;Not Applicable;Not Applicable
aaa;Missouri;29;01/12/2017;01/12/2017;Pneumonia, unspecified;J18.9;80;Not Applicable;Not Applicable
aaa;Missouri;29;01/12/2017;01/12/2017;Emphysema, unspecified;J43.9;14;Not Applicable;Not Applicable
aaa;Missouri;29;01/12/2017;01/12/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;41;Not Applicable;Not Applicable
aaa;Missouri;29;01/12/2017;01/12/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;14;Not Applicable;Not Applicable
aaa;Missouri;29;01/12/2017;01/12/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;292;Not Applicable;Not Applicable
Total;Missouri;29;01/12/2017;01/12/2017;;;507;Not Applicable;Not Applicable
Total;Missouri;29;;;;;5221;Not Applicable;Not Applicable
aaa;Montana;30;01/01/2017;01/01/2017;Pneumonia, unspecified;J18.9;13;Not Applicable;Not Applicable
aaa;Montana;30;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;53;Not Applicable;Not Applicable
Total;Montana;30;01/01/2017;01/01/2017;;;109;Not Applicable;Not Applicable
aaa;Montana;30;01/02/2017;01/02/2017;Pneumonia, unspecified;J18.9;12;Not Applicable;Not Applicable
aaa;Montana;30;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;66;Not Applicable;Not Applicable
Total;Montana;30;01/02/2017;01/02/2017;;;112;Not Applicable;Not Applicable
aaa;Montana;30;01/03/2017;01/03/2017;Pneumonia, unspecified;J18.9;16;Not Applicable;Not Applicable
aaa;Montana;30;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;11;Not Applicable;Not Applicable
aaa;Montana;30;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;60;Not Applicable;Not Applicable
Total;Montana;30;01/03/2017;01/03/2017;;;109;Not Applicable;Not Applicable
aaa;Montana;30;01/04/2017;01/04/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;51;Not Applicable;Not Applicable
Total;Montana;30;01/04/2017;01/04/2017;;;82;Not Applicable;Not Applicable
aaa;Montana;30;01/05/2017;01/05/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;54;Not Applicable;Not Applicable
Total;Montana;30;01/05/2017;01/05/2017;;;73;Not Applicable;Not Applicable
aaa;Montana;30;01/06/2017;01/06/2017;Pneumonia, unspecified;J18.9;10;Not Applicable;Not Applicable
aaa;Montana;30;01/06/2017;01/06/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;35;Not Applicable;Not Applicable
Total;Montana;30;01/06/2017;01/06/2017;;;60;Not Applicable;Not Applicable
aaa;Montana;30;01/07/2017;01/07/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;40;Not Applicable;Not Applicable
Total;Montana;30;01/07/2017;01/07/2017;;;56;Not Applicable;Not Applicable
aaa;Montana;30;01/08/2017;01/08/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;41;Not Applicable;Not Applicable
Total;Montana;30;01/08/2017;01/08/2017;;;60;Not Applicable;Not Applicable
aaa;Montana;30;01/09/2017;01/09/2017;Pneumonia, unspecified;J18.9;13;Not Applicable;Not Applicable
aaa;Montana;30;01/09/2017;01/09/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;29;Not Applicable;Not Applicable
Total;Montana;30;01/09/2017;01/09/2017;;;54;Not Applicable;Not Applicable
aaa;Montana;30;01/10/2017;01/10/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;42;Not Applicable;Not Applicable
Total;Montana;30;01/10/2017;01/10/2017;;;65;Not Applicable;Not Applicable
aaa;Montana;30;01/11/2017;01/11/2017;Pneumonia, unspecified;J18.9;13;Not Applicable;Not Applicable
aaa;Montana;30;01/11/2017;01/11/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;50;Not Applicable;Not Applicable
Total;Montana;30;01/11/2017;01/11/2017;;;76;Not Applicable;Not Applicable
aaa;Montana;30;01/12/2017;01/12/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;54;Not Applicable;Not Applicable
Total;Montana;30;01/12/2017;01/12/2017;;;81;Not Applicable;Not Applicable
Total;Montana;30;;;;;937;Not Applicable;Not Applicable
aaa;Nebraska;31;01/01/2017;01/01/2017;Pneumonia, unspecified;J18.9;35;Not Applicable;Not Applicable
aaa;Nebraska;31;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;15;Not Applicable;Not Applicable
aaa;Nebraska;31;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;10;Not Applicable;Not Applicable
aaa;Nebraska;31;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;99;Not Applicable;Not Applicable
Total;Nebraska;31;01/01/2017;01/01/2017;;;189;Not Applicable;Not Applicable
aaa;Nebraska;31;01/02/2017;01/02/2017;Pneumonia, unspecified;J18.9;35;Not Applicable;Not Applicable
aaa;Nebraska;31;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;18;Not Applicable;Not Applicable
aaa;Nebraska;31;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;89;Not Applicable;Not Applicable
Total;Nebraska;31;01/02/2017;01/02/2017;;;187;Not Applicable;Not Applicable
aaa;Nebraska;31;01/03/2017;01/03/2017;Pneumonia, unspecified;J18.9;23;Not Applicable;Not Applicable
aaa;Nebraska;31;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;23;Not Applicable;Not Applicable
aaa;Nebraska;31;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;74;Not Applicable;Not Applicable
Total;Nebraska;31;01/03/2017;01/03/2017;;;155;Not Applicable;Not Applicable
aaa;Nebraska;31;01/04/2017;01/04/2017;Pneumonia, unspecified;J18.9;14;Not Applicable;Not Applicable
aaa;Nebraska;31;01/04/2017;01/04/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;10;Not Applicable;Not Applicable
aaa;Nebraska;31;01/04/2017;01/04/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;81;Not Applicable;Not Applicable
Total;Nebraska;31;01/04/2017;01/04/2017;;;126;Not Applicable;Not Applicable
aaa;Nebraska;31;01/05/2017;01/05/2017;Pneumonia, unspecified;J18.9;22;Not Applicable;Not Applicable
aaa;Nebraska;31;01/05/2017;01/05/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;72;Not Applicable;Not Applicable
Total;Nebraska;31;01/05/2017;01/05/2017;;;119;Not Applicable;Not Applicable
aaa;Nebraska;31;01/06/2017;01/06/2017;Pneumonia, unspecified;J18.9;22;Not Applicable;Not Applicable
aaa;Nebraska;31;01/06/2017;01/06/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;63;Not Applicable;Not Applicable
Total;Nebraska;31;01/06/2017;01/06/2017;;;107;Not Applicable;Not Applicable
aaa;Nebraska;31;01/07/2017;01/07/2017;Pneumonia, unspecified;J18.9;19;Not Applicable;Not Applicable
aaa;Nebraska;31;01/07/2017;01/07/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;68;Not Applicable;Not Applicable
Total;Nebraska;31;01/07/2017;01/07/2017;;;107;Not Applicable;Not Applicable
aaa;Nebraska;31;01/08/2017;01/08/2017;Pneumonia, unspecified;J18.9;20;Not Applicable;Not Applicable
aaa;Nebraska;31;01/08/2017;01/08/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;69;Not Applicable;Not Applicable
Total;Nebraska;31;01/08/2017;01/08/2017;;;115;Not Applicable;Not Applicable
aaa;Nebraska;31;01/09/2017;01/09/2017;Pneumonia, unspecified;J18.9;24;Not Applicable;Not Applicable
aaa;Nebraska;31;01/09/2017;01/09/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;67;Not Applicable;Not Applicable
Total;Nebraska;31;01/09/2017;01/09/2017;;;108;Not Applicable;Not Applicable
aaa;Nebraska;31;01/10/2017;01/10/2017;Pneumonia, unspecified;J18.9;22;Not Applicable;Not Applicable
aaa;Nebraska;31;01/10/2017;01/10/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;13;Not Applicable;Not Applicable
aaa;Nebraska;31;01/10/2017;01/10/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;74;Not Applicable;Not Applicable
Total;Nebraska;31;01/10/2017;01/10/2017;;;129;Not Applicable;Not Applicable
aaa;Nebraska;31;01/11/2017;01/11/2017;Pneumonia, unspecified;J18.9;21;Not Applicable;Not Applicable
aaa;Nebraska;31;01/11/2017;01/11/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;14;Not Applicable;Not Applicable
aaa;Nebraska;31;01/11/2017;01/11/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;67;Not Applicable;Not Applicable
Total;Nebraska;31;01/11/2017;01/11/2017;;;115;Not Applicable;Not Applicable
aaa;Nebraska;31;01/12/2017;01/12/2017;Pneumonia, unspecified;J18.9;29;Not Applicable;Not Applicable
aaa;Nebraska;31;01/12/2017;01/12/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;14;Not Applicable;Not Applicable
aaa;Nebraska;31;01/12/2017;01/12/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;87;Not Applicable;Not Applicable
Total;Nebraska;31;01/12/2017;01/12/2017;;;160;Not Applicable;Not Applicable
Total;Nebraska;31;;;;;1617;Not Applicable;Not Applicable
aaa;Nevada;32;01/01/2017;01/01/2017;Pneumonia, unspecified;J18.9;59;Not Applicable;Not Applicable
aaa;Nevada;32;01/01/2017;01/01/2017;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;Nevada;32;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;19;Not Applicable;Not Applicable
aaa;Nevada;32;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;122;Not Applicable;Not Applicable
Total;Nevada;32;01/01/2017;01/01/2017;;;234;Not Applicable;Not Applicable
aaa;Nevada;32;01/02/2017;01/02/2017;Pneumonia, unspecified;J18.9;43;Not Applicable;Not Applicable
aaa;Nevada;32;01/02/2017;01/02/2017;Emphysema, unspecified;J43.9;11;Not Applicable;Not Applicable
aaa;Nevada;32;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;27;Not Applicable;Not Applicable
aaa;Nevada;32;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;121;Not Applicable;Not Applicable
Total;Nevada;32;01/02/2017;01/02/2017;;;218;Not Applicable;Not Applicable
aaa;Nevada;32;01/03/2017;01/03/2017;Pneumonia, unspecified;J18.9;48;Not Applicable;Not Applicable
aaa;Nevada;32;01/03/2017;01/03/2017;Emphysema, unspecified;J43.9;13;Not Applicable;Not Applicable
aaa;Nevada;32;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;24;Not Applicable;Not Applicable
aaa;Nevada;32;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;110;Not Applicable;Not Applicable
Total;Nevada;32;01/03/2017;01/03/2017;;;224;Not Applicable;Not Applicable
aaa;Nevada;32;01/04/2017;01/04/2017;Pneumonia, unspecified;J18.9;49;Not Applicable;Not Applicable
aaa;Nevada;32;01/04/2017;01/04/2017;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;Nevada;32;01/04/2017;01/04/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;24;Not Applicable;Not Applicable
aaa;Nevada;32;01/04/2017;01/04/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;104;Not Applicable;Not Applicable
Total;Nevada;32;01/04/2017;01/04/2017;;;212;Not Applicable;Not Applicable
aaa;Nevada;32;01/05/2017;01/05/2017;Pneumonia, unspecified;J18.9;54;Not Applicable;Not Applicable
aaa;Nevada;32;01/05/2017;01/05/2017;Emphysema, unspecified;J43.9;11;Not Applicable;Not Applicable
aaa;Nevada;32;01/05/2017;01/05/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;13;Not Applicable;Not Applicable
aaa;Nevada;32;01/05/2017;01/05/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;109;Not Applicable;Not Applicable
Total;Nevada;32;01/05/2017;01/05/2017;;;208;Not Applicable;Not Applicable
aaa;Nevada;32;01/06/2017;01/06/2017;Pneumonia, unspecified;J18.9;30;Not Applicable;Not Applicable
aaa;Nevada;32;01/06/2017;01/06/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;17;Not Applicable;Not Applicable
aaa;Nevada;32;01/06/2017;01/06/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;93;Not Applicable;Not Applicable
Total;Nevada;32;01/06/2017;01/06/2017;;;164;Not Applicable;Not Applicable
aaa;Nevada;32;01/07/2017;01/07/2017;Pneumonia, unspecified;J18.9;46;Not Applicable;Not Applicable
aaa;Nevada;32;01/07/2017;01/07/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;14;Not Applicable;Not Applicable
aaa;Nevada;32;01/07/2017;01/07/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;79;Not Applicable;Not Applicable
Total;Nevada;32;01/07/2017;01/07/2017;;;159;Not Applicable;Not Applicable
aaa;Nevada;32;01/08/2017;01/08/2017;Pneumonia, unspecified;J18.9;36;Not Applicable;Not Applicable
aaa;Nevada;32;01/08/2017;01/08/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;11;Not Applicable;Not Applicable
aaa;Nevada;32;01/08/2017;01/08/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;73;Not Applicable;Not Applicable
Total;Nevada;32;01/08/2017;01/08/2017;;;135;Not Applicable;Not Applicable
aaa;Nevada;32;01/09/2017;01/09/2017;Pneumonia, unspecified;J18.9;27;Not Applicable;Not Applicable
aaa;Nevada;32;01/09/2017;01/09/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;20;Not Applicable;Not Applicable
aaa;Nevada;32;01/09/2017;01/09/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;88;Not Applicable;Not Applicable
Total;Nevada;32;01/09/2017;01/09/2017;;;154;Not Applicable;Not Applicable
aaa;Nevada;32;01/10/2017;01/10/2017;Pneumonia, unspecified;J18.9;37;Not Applicable;Not Applicable
aaa;Nevada;32;01/10/2017;01/10/2017;Emphysema, unspecified;J43.9;11;Not Applicable;Not Applicable
aaa;Nevada;32;01/10/2017;01/10/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;22;Not Applicable;Not Applicable
aaa;Nevada;32;01/10/2017;01/10/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;87;Not Applicable;Not Applicable
Total;Nevada;32;01/10/2017;01/10/2017;;;171;Not Applicable;Not Applicable
aaa;Nevada;32;01/11/2017;01/11/2017;Pneumonia, unspecified;J18.9;48;Not Applicable;Not Applicable
aaa;Nevada;32;01/11/2017;01/11/2017;Emphysema, unspecified;J43.9;13;Not Applicable;Not Applicable
aaa;Nevada;32;01/11/2017;01/11/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;19;Not Applicable;Not Applicable
aaa;Nevada;32;01/11/2017;01/11/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;81;Not Applicable;Not Applicable
Total;Nevada;32;01/11/2017;01/11/2017;;;180;Not Applicable;Not Applicable
aaa;Nevada;32;01/12/2017;01/12/2017;Pneumonia, unspecified;J18.9;44;Not Applicable;Not Applicable
aaa;Nevada;32;01/12/2017;01/12/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;30;Not Applicable;Not Applicable
aaa;Nevada;32;01/12/2017;01/12/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;97;Not Applicable;Not Applicable
Total;Nevada;32;01/12/2017;01/12/2017;;;210;Not Applicable;Not Applicable
Total;Nevada;32;;;;;2269;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/01/2017;01/01/2017;Pneumonia, unspecified;J18.9;14;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;45;Not Applicable;Not Applicable
Total;New Hampshire;33;01/01/2017;01/01/2017;;;84;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/02/2017;01/02/2017;Pneumonia, unspecified;J18.9;19;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;13;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;50;Not Applicable;Not Applicable
Total;New Hampshire;33;01/02/2017;01/02/2017;;;99;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/03/2017;01/03/2017;Pneumonia, unspecified;J18.9;20;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;11;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;40;Not Applicable;Not Applicable
Total;New Hampshire;33;01/03/2017;01/03/2017;;;100;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/04/2017;01/04/2017;Pneumonia, unspecified;J18.9;14;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/04/2017;01/04/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;11;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/04/2017;01/04/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;39;Not Applicable;Not Applicable
Total;New Hampshire;33;01/04/2017;01/04/2017;;;86;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/05/2017;01/05/2017;Pneumonia, unspecified;J18.9;16;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/05/2017;01/05/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;43;Not Applicable;Not Applicable
Total;New Hampshire;33;01/05/2017;01/05/2017;;;79;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/06/2017;01/06/2017;Pneumonia, unspecified;J18.9;14;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/06/2017;01/06/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;49;Not Applicable;Not Applicable
Total;New Hampshire;33;01/06/2017;01/06/2017;;;84;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/07/2017;01/07/2017;Pneumonia, unspecified;J18.9;16;Not Applicable;Not Applicable
