Notes;State;State Code;Month;Month Code;Cause of death;Cause of death Code;Deaths;Population;Crude Rate
aaa;Nebraska;31;01/12/2015;01/12/2015;Pneumonia, unspecified;J18.9;27;Not Applicable;Not Applicable
aaa;Nebraska;31;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;18;Not Applicable;Not Applicable
aaa;Nebraska;31;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;72;Not Applicable;Not Applicable
Total;Nebraska;31;01/12/2015;01/12/2015;;;129;Not Applicable;Not Applicable
Total;Nebraska;31;;;;;1571;Not Applicable;Not Applicable
aaa;Nevada;32;01/01/2015;01/01/2015;Pneumonia, unspecified;J18.9;65;Not Applicable;Not Applicable
aaa;Nevada;32;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;22;Not Applicable;Not Applicable
aaa;Nevada;32;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;136;Not Applicable;Not Applicable
Total;Nevada;32;01/01/2015;01/01/2015;;;261;Not Applicable;Not Applicable
aaa;Nevada;32;01/02/2015;01/02/2015;Pneumonia, unspecified;J18.9;49;Not Applicable;Not Applicable
aaa;Nevada;32;01/02/2015;01/02/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;16;Not Applicable;Not Applicable
aaa;Nevada;32;01/02/2015;01/02/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;128;Not Applicable;Not Applicable
Total;Nevada;32;01/02/2015;01/02/2015;;;220;Not Applicable;Not Applicable
aaa;Nevada;32;01/03/2015;01/03/2015;Pneumonia, unspecified;J18.9;60;Not Applicable;Not Applicable
aaa;Nevada;32;01/03/2015;01/03/2015;Emphysema, unspecified;J43.9;11;Not Applicable;Not Applicable
aaa;Nevada;32;01/03/2015;01/03/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;14;Not Applicable;Not Applicable
aaa;Nevada;32;01/03/2015;01/03/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;119;Not Applicable;Not Applicable
Total;Nevada;32;01/03/2015;01/03/2015;;;224;Not Applicable;Not Applicable
aaa;Nevada;32;01/04/2015;01/04/2015;Pneumonia, unspecified;J18.9;43;Not Applicable;Not Applicable
aaa;Nevada;32;01/04/2015;01/04/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;16;Not Applicable;Not Applicable
aaa;Nevada;32;01/04/2015;01/04/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;95;Not Applicable;Not Applicable
Total;Nevada;32;01/04/2015;01/04/2015;;;171;Not Applicable;Not Applicable
aaa;Nevada;32;01/05/2015;01/05/2015;Pneumonia, unspecified;J18.9;29;Not Applicable;Not Applicable
aaa;Nevada;32;01/05/2015;01/05/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;18;Not Applicable;Not Applicable
aaa;Nevada;32;01/05/2015;01/05/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;103;Not Applicable;Not Applicable
Total;Nevada;32;01/05/2015;01/05/2015;;;172;Not Applicable;Not Applicable
aaa;Nevada;32;01/06/2015;01/06/2015;Pneumonia, unspecified;J18.9;37;Not Applicable;Not Applicable
aaa;Nevada;32;01/06/2015;01/06/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;11;Not Applicable;Not Applicable
aaa;Nevada;32;01/06/2015;01/06/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;98;Not Applicable;Not Applicable
Total;Nevada;32;01/06/2015;01/06/2015;;;161;Not Applicable;Not Applicable
aaa;Nevada;32;01/07/2015;01/07/2015;Pneumonia, unspecified;J18.9;38;Not Applicable;Not Applicable
aaa;Nevada;32;01/07/2015;01/07/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;105;Not Applicable;Not Applicable
Total;Nevada;32;01/07/2015;01/07/2015;;;166;Not Applicable;Not Applicable
aaa;Nevada;32;01/08/2015;01/08/2015;Pneumonia, unspecified;J18.9;50;Not Applicable;Not Applicable
aaa;Nevada;32;01/08/2015;01/08/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;15;Not Applicable;Not Applicable
aaa;Nevada;32;01/08/2015;01/08/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;104;Not Applicable;Not Applicable
Total;Nevada;32;01/08/2015;01/08/2015;;;188;Not Applicable;Not Applicable
aaa;Nevada;32;01/09/2015;01/09/2015;Pneumonia, unspecified;J18.9;41;Not Applicable;Not Applicable
aaa;Nevada;32;01/09/2015;01/09/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;14;Not Applicable;Not Applicable
aaa;Nevada;32;01/09/2015;01/09/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;77;Not Applicable;Not Applicable
Total;Nevada;32;01/09/2015;01/09/2015;;;144;Not Applicable;Not Applicable
aaa;Nevada;32;01/10/2015;01/10/2015;Pneumonia, unspecified;J18.9;33;Not Applicable;Not Applicable
aaa;Nevada;32;01/10/2015;01/10/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;15;Not Applicable;Not Applicable
aaa;Nevada;32;01/10/2015;01/10/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;92;Not Applicable;Not Applicable
Total;Nevada;32;01/10/2015;01/10/2015;;;164;Not Applicable;Not Applicable
aaa;Nevada;32;01/11/2015;01/11/2015;Pneumonia, unspecified;J18.9;26;Not Applicable;Not Applicable
aaa;Nevada;32;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;18;Not Applicable;Not Applicable
aaa;Nevada;32;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;120;Not Applicable;Not Applicable
Total;Nevada;32;01/11/2015;01/11/2015;;;178;Not Applicable;Not Applicable
aaa;Nevada;32;01/12/2015;01/12/2015;Pneumonia, unspecified;J18.9;37;Not Applicable;Not Applicable
aaa;Nevada;32;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;13;Not Applicable;Not Applicable
aaa;Nevada;32;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;121;Not Applicable;Not Applicable
Total;Nevada;32;01/12/2015;01/12/2015;;;198;Not Applicable;Not Applicable
Total;Nevada;32;;;;;2247;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/01/2015;01/01/2015;Influenza with other respiratory manifestations, virus not identified;J11.1;12;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/01/2015;01/01/2015;Pneumonia, unspecified;J18.9;26;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;21;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;43;Not Applicable;Not Applicable
Total;New Hampshire;33;01/01/2015;01/01/2015;;;122;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/02/2015;01/02/2015;Pneumonia, unspecified;J18.9;32;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/02/2015;01/02/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;44;Not Applicable;Not Applicable
Total;New Hampshire;33;01/02/2015;01/02/2015;;;106;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/03/2015;01/03/2015;Pneumonia, unspecified;J18.9;10;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/03/2015;01/03/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;16;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/03/2015;01/03/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;49;Not Applicable;Not Applicable
Total;New Hampshire;33;01/03/2015;01/03/2015;;;94;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/04/2015;01/04/2015;Pneumonia, unspecified;J18.9;19;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/04/2015;01/04/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;10;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/04/2015;01/04/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;46;Not Applicable;Not Applicable
Total;New Hampshire;33;01/04/2015;01/04/2015;;;88;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/05/2015;01/05/2015;Pneumonia, unspecified;J18.9;17;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/05/2015;01/05/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;50;Not Applicable;Not Applicable
Total;New Hampshire;33;01/05/2015;01/05/2015;;;92;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/06/2015;01/06/2015;Pneumonia, unspecified;J18.9;12;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/06/2015;01/06/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;31;Not Applicable;Not Applicable
Total;New Hampshire;33;01/06/2015;01/06/2015;;;54;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/07/2015;01/07/2015;Pneumonia, unspecified;J18.9;16;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/07/2015;01/07/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;44;Not Applicable;Not Applicable
Total;New Hampshire;33;01/07/2015;01/07/2015;;;77;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/08/2015;01/08/2015;Pneumonia, unspecified;J18.9;16;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/08/2015;01/08/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;26;Not Applicable;Not Applicable
Total;New Hampshire;33;01/08/2015;01/08/2015;;;51;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/09/2015;01/09/2015;Pneumonia, unspecified;J18.9;19;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/09/2015;01/09/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;35;Not Applicable;Not Applicable
Total;New Hampshire;33;01/09/2015;01/09/2015;;;69;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/10/2015;01/10/2015;Pneumonia, unspecified;J18.9;17;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/10/2015;01/10/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;12;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/10/2015;01/10/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;42;Not Applicable;Not Applicable
Total;New Hampshire;33;01/10/2015;01/10/2015;;;78;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/11/2015;01/11/2015;Pneumonia, unspecified;J18.9;10;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;10;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;34;Not Applicable;Not Applicable
Total;New Hampshire;33;01/11/2015;01/11/2015;;;65;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/12/2015;01/12/2015;Pneumonia, unspecified;J18.9;19;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;11;Not Applicable;Not Applicable
aaa;New Hampshire;33;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;43;Not Applicable;Not Applicable
Total;New Hampshire;33;01/12/2015;01/12/2015;;;84;Not Applicable;Not Applicable
Total;New Hampshire;33;;;;;980;Not Applicable;Not Applicable
aaa;New Jersey;34;01/01/2015;01/01/2015;Influenza with other respiratory manifestations, influenza virus identified;J10.1;13;Not Applicable;Not Applicable
aaa;New Jersey;34;01/01/2015;01/01/2015;Influenza with pneumonia, virus not identified;J11.0;24;Not Applicable;Not Applicable
aaa;New Jersey;34;01/01/2015;01/01/2015;Influenza with other respiratory manifestations, virus not identified;J11.1;25;Not Applicable;Not Applicable
aaa;New Jersey;34;01/01/2015;01/01/2015;Pneumonia, unspecified;J18.9;168;Not Applicable;Not Applicable
aaa;New Jersey;34;01/01/2015;01/01/2015;Emphysema, unspecified;J43.9;25;Not Applicable;Not Applicable
aaa;New Jersey;34;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;62;Not Applicable;Not Applicable
aaa;New Jersey;34;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;14;Not Applicable;Not Applicable
aaa;New Jersey;34;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;293;Not Applicable;Not Applicable
aaa;New Jersey;34;01/01/2015;01/01/2015;Asthma, unspecified;J45.9;10;Not Applicable;Not Applicable
Total;New Jersey;34;01/01/2015;01/01/2015;;;664;Not Applicable;Not Applicable
aaa;New Jersey;34;01/02/2015;01/02/2015;Influenza with pneumonia, virus not identified;J11.0;14;Not Applicable;Not Applicable
aaa;New Jersey;34;01/02/2015;01/02/2015;Influenza with other respiratory manifestations, virus not identified;J11.1;16;Not Applicable;Not Applicable
aaa;New Jersey;34;01/02/2015;01/02/2015;Pneumonia, unspecified;J18.9;119;Not Applicable;Not Applicable
aaa;New Jersey;34;01/02/2015;01/02/2015;Emphysema, unspecified;J43.9;15;Not Applicable;Not Applicable
aaa;New Jersey;34;01/02/2015;01/02/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;45;Not Applicable;Not Applicable
aaa;New Jersey;34;01/02/2015;01/02/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;12;Not Applicable;Not Applicable
aaa;New Jersey;34;01/02/2015;01/02/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;250;Not Applicable;Not Applicable
aaa;New Jersey;34;01/02/2015;01/02/2015;Asthma, unspecified;J45.9;10;Not Applicable;Not Applicable
Total;New Jersey;34;01/02/2015;01/02/2015;;;516;Not Applicable;Not Applicable
aaa;New Jersey;34;01/03/2015;01/03/2015;Pneumonia, unspecified;J18.9;108;Not Applicable;Not Applicable
aaa;New Jersey;34;01/03/2015;01/03/2015;Emphysema, unspecified;J43.9;14;Not Applicable;Not Applicable
aaa;New Jersey;34;01/03/2015;01/03/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;40;Not Applicable;Not Applicable
aaa;New Jersey;34;01/03/2015;01/03/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;14;Not Applicable;Not Applicable
aaa;New Jersey;34;01/03/2015;01/03/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;227;Not Applicable;Not Applicable
aaa;New Jersey;34;01/03/2015;01/03/2015;Asthma, unspecified;J45.9;11;Not Applicable;Not Applicable
Total;New Jersey;34;01/03/2015;01/03/2015;;;443;Not Applicable;Not Applicable
aaa;New Jersey;34;01/04/2015;01/04/2015;Pneumonia, unspecified;J18.9;114;Not Applicable;Not Applicable
aaa;New Jersey;34;01/04/2015;01/04/2015;Emphysema, unspecified;J43.9;16;Not Applicable;Not Applicable
aaa;New Jersey;34;01/04/2015;01/04/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;33;Not Applicable;Not Applicable
aaa;New Jersey;34;01/04/2015;01/04/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;215;Not Applicable;Not Applicable
Total;New Jersey;34;01/04/2015;01/04/2015;;;417;Not Applicable;Not Applicable
aaa;New Jersey;34;01/05/2015;01/05/2015;Pneumonia, unspecified;J18.9;105;Not Applicable;Not Applicable
aaa;New Jersey;34;01/05/2015;01/05/2015;Emphysema, unspecified;J43.9;17;Not Applicable;Not Applicable
aaa;New Jersey;34;01/05/2015;01/05/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;40;Not Applicable;Not Applicable
aaa;New Jersey;34;01/05/2015;01/05/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;207;Not Applicable;Not Applicable
aaa;New Jersey;34;01/05/2015;01/05/2015;Asthma, unspecified;J45.9;10;Not Applicable;Not Applicable
Total;New Jersey;34;01/05/2015;01/05/2015;;;400;Not Applicable;Not Applicable
aaa;New Jersey;34;01/06/2015;01/06/2015;Pneumonia, unspecified;J18.9;93;Not Applicable;Not Applicable
aaa;New Jersey;34;01/06/2015;01/06/2015;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;New Jersey;34;01/06/2015;01/06/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;19;Not Applicable;Not Applicable
aaa;New Jersey;34;01/06/2015;01/06/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;174;Not Applicable;Not Applicable
Total;New Jersey;34;01/06/2015;01/06/2015;;;327;Not Applicable;Not Applicable
aaa;New Jersey;34;01/07/2015;01/07/2015;Pneumonia, unspecified;J18.9;82;Not Applicable;Not Applicable
aaa;New Jersey;34;01/07/2015;01/07/2015;Emphysema, unspecified;J43.9;16;Not Applicable;Not Applicable
aaa;New Jersey;34;01/07/2015;01/07/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;18;Not Applicable;Not Applicable
aaa;New Jersey;34;01/07/2015;01/07/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;171;Not Applicable;Not Applicable
Total;New Jersey;34;01/07/2015;01/07/2015;;;300;Not Applicable;Not Applicable
aaa;New Jersey;34;01/08/2015;01/08/2015;Pneumonia, unspecified;J18.9;66;Not Applicable;Not Applicable
aaa;New Jersey;34;01/08/2015;01/08/2015;Emphysema, unspecified;J43.9;15;Not Applicable;Not Applicable
aaa;New Jersey;34;01/08/2015;01/08/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;21;Not Applicable;Not Applicable
aaa;New Jersey;34;01/08/2015;01/08/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;176;Not Applicable;Not Applicable
Total;New Jersey;34;01/08/2015;01/08/2015;;;297;Not Applicable;Not Applicable
aaa;New Jersey;34;01/09/2015;01/09/2015;Pneumonia, unspecified;J18.9;77;Not Applicable;Not Applicable
aaa;New Jersey;34;01/09/2015;01/09/2015;Emphysema, unspecified;J43.9;11;Not Applicable;Not Applicable
aaa;New Jersey;34;01/09/2015;01/09/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;19;Not Applicable;Not Applicable
aaa;New Jersey;34;01/09/2015;01/09/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;166;Not Applicable;Not Applicable
Total;New Jersey;34;01/09/2015;01/09/2015;;;297;Not Applicable;Not Applicable
aaa;New Jersey;34;01/10/2015;01/10/2015;Pneumonia, unspecified;J18.9;84;Not Applicable;Not Applicable
aaa;New Jersey;34;01/10/2015;01/10/2015;Emphysema, unspecified;J43.9;17;Not Applicable;Not Applicable
aaa;New Jersey;34;01/10/2015;01/10/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;33;Not Applicable;Not Applicable
aaa;New Jersey;34;01/10/2015;01/10/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;154;Not Applicable;Not Applicable
Total;New Jersey;34;01/10/2015;01/10/2015;;;320;Not Applicable;Not Applicable
aaa;New Jersey;34;01/11/2015;01/11/2015;Pneumonia, unspecified;J18.9;74;Not Applicable;Not Applicable
aaa;New Jersey;34;01/11/2015;01/11/2015;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;New Jersey;34;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;18;Not Applicable;Not Applicable
aaa;New Jersey;34;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;152;Not Applicable;Not Applicable
Total;New Jersey;34;01/11/2015;01/11/2015;;;291;Not Applicable;Not Applicable
aaa;New Jersey;34;01/12/2015;01/12/2015;Pneumonia, unspecified;J18.9;95;Not Applicable;Not Applicable
aaa;New Jersey;34;01/12/2015;01/12/2015;Emphysema, unspecified;J43.9;13;Not Applicable;Not Applicable
aaa;New Jersey;34;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;16;Not Applicable;Not Applicable
aaa;New Jersey;34;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;166;Not Applicable;Not Applicable
aaa;New Jersey;34;01/12/2015;01/12/2015;Asthma, unspecified;J45.9;18;Not Applicable;Not Applicable
Total;New Jersey;34;01/12/2015;01/12/2015;;;332;Not Applicable;Not Applicable
Total;New Jersey;34;;;;;4604;Not Applicable;Not Applicable
aaa;New Mexico;35;01/01/2015;01/01/2015;Pneumonia, unspecified;J18.9;37;Not Applicable;Not Applicable
aaa;New Mexico;35;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;19;Not Applicable;Not Applicable
aaa;New Mexico;35;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;84;Not Applicable;Not Applicable
Total;New Mexico;35;01/01/2015;01/01/2015;;;183;Not Applicable;Not Applicable
aaa;New Mexico;35;01/02/2015;01/02/2015;Pneumonia, unspecified;J18.9;20;Not Applicable;Not Applicable
aaa;New Mexico;35;01/02/2015;01/02/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;13;Not Applicable;Not Applicable
aaa;New Mexico;35;01/02/2015;01/02/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;75;Not Applicable;Not Applicable
Total;New Mexico;35;01/02/2015;01/02/2015;;;134;Not Applicable;Not Applicable
aaa;New Mexico;35;01/03/2015;01/03/2015;Pneumonia, unspecified;J18.9;30;Not Applicable;Not Applicable
aaa;New Mexico;35;01/03/2015;01/03/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;17;Not Applicable;Not Applicable
aaa;New Mexico;35;01/03/2015;01/03/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;81;Not Applicable;Not Applicable
Total;New Mexico;35;01/03/2015;01/03/2015;;;145;Not Applicable;Not Applicable
aaa;New Mexico;35;01/04/2015;01/04/2015;Pneumonia, unspecified;J18.9;16;Not Applicable;Not Applicable
aaa;New Mexico;35;01/04/2015;01/04/2015;Emphysema, unspecified;J43.9;10;Not Applicable;Not Applicable
aaa;New Mexico;35;01/04/2015;01/04/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;11;Not Applicable;Not Applicable
aaa;New Mexico;35;01/04/2015;01/04/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;72;Not Applicable;Not Applicable
Total;New Mexico;35;01/04/2015;01/04/2015;;;127;Not Applicable;Not Applicable
aaa;New Mexico;35;01/05/2015;01/05/2015;Pneumonia, unspecified;J18.9;21;Not Applicable;Not Applicable
aaa;New Mexico;35;01/05/2015;01/05/2015;Emphysema, unspecified;J43.9;10;Not Applicable;Not Applicable
aaa;New Mexico;35;01/05/2015;01/05/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;64;Not Applicable;Not Applicable
Total;New Mexico;35;01/05/2015;01/05/2015;;;110;Not Applicable;Not Applicable
aaa;New Mexico;35;01/06/2015;01/06/2015;Pneumonia, unspecified;J18.9;22;Not Applicable;Not Applicable
aaa;New Mexico;35;01/06/2015;01/06/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;15;Not Applicable;Not Applicable
aaa;New Mexico;35;01/06/2015;01/06/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;56;Not Applicable;Not Applicable
Total;New Mexico;35;01/06/2015;01/06/2015;;;109;Not Applicable;Not Applicable
aaa;New Mexico;35;01/07/2015;01/07/2015;Pneumonia, unspecified;J18.9;15;Not Applicable;Not Applicable
aaa;New Mexico;35;01/07/2015;01/07/2015;Emphysema, unspecified;J43.9;15;Not Applicable;Not Applicable
aaa;New Mexico;35;01/07/2015;01/07/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;10;Not Applicable;Not Applicable
aaa;New Mexico;35;01/07/2015;01/07/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;52;Not Applicable;Not Applicable
Total;New Mexico;35;01/07/2015;01/07/2015;;;95;Not Applicable;Not Applicable
aaa;New Mexico;35;01/08/2015;01/08/2015;Pneumonia, unspecified;J18.9;17;Not Applicable;Not Applicable
aaa;New Mexico;35;01/08/2015;01/08/2015;Emphysema, unspecified;J43.9;11;Not Applicable;Not Applicable
aaa;New Mexico;35;01/08/2015;01/08/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;64;Not Applicable;Not Applicable
Total;New Mexico;35;01/08/2015;01/08/2015;;;105;Not Applicable;Not Applicable
aaa;New Mexico;35;01/09/2015;01/09/2015;Pneumonia, unspecified;J18.9;21;Not Applicable;Not Applicable
aaa;New Mexico;35;01/09/2015;01/09/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;10;Not Applicable;Not Applicable
aaa;New Mexico;35;01/09/2015;01/09/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;57;Not Applicable;Not Applicable
Total;New Mexico;35;01/09/2015;01/09/2015;;;103;Not Applicable;Not Applicable
aaa;New Mexico;35;01/10/2015;01/10/2015;Pneumonia, unspecified;J18.9;20;Not Applicable;Not Applicable
aaa;New Mexico;35;01/10/2015;01/10/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;58;Not Applicable;Not Applicable
Total;New Mexico;35;01/10/2015;01/10/2015;;;103;Not Applicable;Not Applicable
aaa;New Mexico;35;01/11/2015;01/11/2015;Pneumonia, unspecified;J18.9;22;Not Applicable;Not Applicable
aaa;New Mexico;35;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;11;Not Applicable;Not Applicable
aaa;New Mexico;35;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;55;Not Applicable;Not Applicable
Total;New Mexico;35;01/11/2015;01/11/2015;;;106;Not Applicable;Not Applicable
aaa;New Mexico;35;01/12/2015;01/12/2015;Pneumonia, unspecified;J18.9;18;Not Applicable;Not Applicable
aaa;New Mexico;35;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;79;Not Applicable;Not Applicable
Total;New Mexico;35;01/12/2015;01/12/2015;;;111;Not Applicable;Not Applicable
Total;New Mexico;35;;;;;1431;Not Applicable;Not Applicable
aaa;New York;36;01/01/2015;01/01/2015;Influenza with pneumonia, influenza virus identified;J10.0;21;Not Applicable;Not Applicable
aaa;New York;36;01/01/2015;01/01/2015;Influenza with other respiratory manifestations, influenza virus identified;J10.1;33;Not Applicable;Not Applicable
aaa;New York;36;01/01/2015;01/01/2015;Influenza with pneumonia, virus not identified;J11.0;58;Not Applicable;Not Applicable
aaa;New York;36;01/01/2015;01/01/2015;Influenza with other respiratory manifestations, virus not identified;J11.1;47;Not Applicable;Not Applicable
aaa;New York;36;01/01/2015;01/01/2015;Bacterial pneumonia, unspecified;J15.9;32;Not Applicable;Not Applicable
aaa;New York;36;01/01/2015;01/01/2015;Lobar pneumonia, unspecified;J18.1;69;Not Applicable;Not Applicable
aaa;New York;36;01/01/2015;01/01/2015;Pneumonia, unspecified;J18.9;424;Not Applicable;Not Applicable
aaa;New York;36;01/01/2015;01/01/2015;Emphysema, unspecified;J43.9;49;Not Applicable;Not Applicable
aaa;New York;36;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;146;Not Applicable;Not Applicable
aaa;New York;36;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;33;Not Applicable;Not Applicable
aaa;New York;36;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;507;Not Applicable;Not Applicable
aaa;New York;36;01/01/2015;01/01/2015;Asthma, unspecified;J45.9;30;Not Applicable;Not Applicable
